/CDShare3/2023/wangjunyu/Audioset/balanced_train/audio
YohahrLmMyV4.wav	320000
Y6ibh38autyA.wav	320000
YCA-ImQKosT0.wav	320000
YzkDC_-zqqKY.wav	320000
YA8sju2x5nhE.wav	319999
Ynyf0IUg4jHE.wav	320000
Yo8ak7bUSJMc.wav	320021
YPwmXO0J-PAA.wav	320000
YnrSXm2jPiAg.wav	320000
Y0cS0h-5XVxU.wav	319985
YeY0O08co3N8.wav	320000
YTlZINTHudT0.wav	320000
YWkkupA-yRvY.wav	319987
YeHzgeCPa6es.wav	320000
YDUsgjCMYyxQ.wav	320000
Y4-7xip9t_5M.wav	320000
Yw61zGqfB8Zc.wav	320000
YizXWSeTP--M.wav	320000
Y-9wxcZf43a4.wav	320000
YiNwkpy4Tb6A.wav	320001
YQ_zr6NmwyuA.wav	320000
YMFD3YNy3mGc.wav	320000
YijYIoH36ZQ0.wav	320000
Yqj5EUKfbk3A.wav	320000
YgBXb0mK7F1M.wav	320000
YWSfEqehn3X0.wav	320000
YIxADrhzIXjo.wav	320000
YgXpwexewzTE.wav	320000
YCNXZhVIMgtE.wav	320000
YtImhcRHkP5E.wav	310192
YoyFVG1YeyIg.wav	320000
YxxRnOYSjF64.wav	320000
YbhtB2Zgh9Q8.wav	320000
YBvrvcxN-s7k.wav	320000
YjfxTOlXF3Kk.wav	320000
YLGi38MqlPFA.wav	320000
YT0tyLNN7SKA.wav	320000
Yoh08bbDVFZM.wav	320000
YPBMfPDei93s.wav	320000
YKf8Ae-kafF0.wav	319994
YdPbD2d9unLk.wav	320000
YmRjkKWN3HiI.wav	320000
Yr0Sy4gFuayM.wav	316592
YjCQhPi4_32A.wav	320000
Y6ewVr6SG7iY.wav	320000
YY42qaZo9fgQ.wav	320000
Y1iHxGeL7LHI.wav	320000
YD0-wedP8APM.wav	320000
YwxJac_CJ10o.wav	320000
YunG5jJy6fyo.wav	320000
YItPtbiJQH5w.wav	320000
YExA9lhy0_cc.wav	320000
YRBWFhM5_KE8.wav	320000
Yme8TJgINUCo.wav	320000
YxJXNHf09OO8.wav	319841
YOOJPGNNRkl8.wav	320000
YHs3mz14j-44.wav	320000
YKWD3SUy0WvA.wav	320000
YAZL_Zm2UIvw.wav	320000
YuV1r9wUy6_M.wav	320000
YFqQ5QaNPGuU.wav	320000
YAGHHdzjFNGI.wav	320000
Y3yvAfByOOUE.wav	320000
YlczsLSLFbQ4.wav	320000
YDraWmty4nzI.wav	320000
YiXgQI3dth_8.wav	320000
Y2rPN7Ry_Hx8.wav	320000
YSVz7X1gqlcw.wav	320000
YdW-pAu5P2xY.wav	320000
Ywax6gWNp5jM.wav	320000
YejMsSBTmsso.wav	320000
Y2VPHVxlI3Rs.wav	319971
Y_arECEGUoAc.wav	320000
YqQXDD_qpblY.wav	320001
YbLtfHk5VSHQ.wav	320000
YXhAANob18_8.wav	320000
Y8NgUtQsMvCk.wav	320000
YkskEIzqP7eM.wav	320000
YGW6pti04qIo.wav	320001
YB0jOLTYnbOw.wav	320000
Y17BqM45nQxI.wav	320000
YBDmigkNdKSo.wav	320000
Y2O4TajdF_Cc.wav	320000
YN-2UjtFXl1E.wav	320000
Yo4qAUSq_bg8.wav	320000
Yy-GLXFOny7g.wav	320000
YvQdYJv4Mebk.wav	320000
YpswqqhgyJ6Q.wav	320000
YUyj-MxpmKmc.wav	319980
YdoaDJqkoGL4.wav	320000
